,host_id,name,host_name,host_is_superhost,neighbourhood,neighbourhood_cleansed,beds,price,review_scores_rating
2985,238136169,Newtown apartment - Large spacious bedroom,Josh,f,"Newtown, Victoria, Australia",Greater Geelong,1.0,$100.00,91.0
2986,129945846,DREAMLANDS,Queenscliff And Coastal,f,"Point Lonsdale, vic, Australia",Queenscliffe,7.0,$959.00,
2987,152687033,Terang Comm Hotel historical sw groupstay,Les,t,"Terang, Victoria, Australia",Corangamite,6.0,$320.00,95.0
2988,112923005,close geelong station europe style ensuite room2,Linda,t,"Geelong West, Victoria, Australia",Greater Geelong,1.0,$72.00,98.0
2989,112923005,close geelong station europe style ensuite room3,Linda,t,"Geelong West, Victoria, Australia",Greater Geelong,1.0,$65.00,97.0
2990,112923005,close geelong station europe style ensuite room4,Linda,t,"Geelong West, Victoria, Australia",Greater Geelong,1.0,$66.00,94.0
2991,112923005,close geelong station large single secured room 7,Linda,t,"Geelong West, Victoria, Australia",Greater Geelong,1.0,$51.00,92.0
2992,112923005,close geelong station single secured room 8,Linda,t,"Geelong West, Victoria, Australia",Greater Geelong,1.0,$46.00,94.0
2993,104022814,4 MONTROSE AVE - retro home in the heart of town,Otway Retreats,f,,Colac Otway,3.0,$430.00,83.0
2994,112923005,close geelong station a single secured room 9,Linda,t,"Geelong West, Victoria, Australia",Greater Geelong,1.0,$43.00,95.0
2995,112923005,close geelong station secured single room10,Linda,t,"Geelong West, Victoria, Australia",Greater Geelong,2.0,$46.00,93.0
2996,213629579,Escape to the Luxury Ocean Grove Home!,Janell,f,,Greater Geelong,5.0,$354.00,95.0
2997,129211960,Halladale House,Kate,t,,Moyne,6.0,$219.00,96.0
2998,144024374,Ocean Views,Robert,t,"Portland, Victoria, Australia",Glenelg,4.0,$131.00,95.0
2999,112923005,close geelong station secured quiet ensuite room 5,Linda,t,"Geelong West, Victoria, Australia",Greater Geelong,1.0,$65.00,98.0
3000,234651431,"Beach, Bar and Breakfast! All within 200ms",Lilli,t,,Greater Geelong,8.0,$204.00,95.0
3001,10814850,Seacroft Treehouse - AMAZING VIEW,Sam,f,"Sugarloaf, Victoria, Australia",Colac Otway,1.0,$75.00,95.0
3002,154131564,Cumberland Resort apartment- Lorne,Sharon,f,"Lorne, Victoria, Australia",Surf Coast,1.0,$303.00,99.0
3003,203492860,"Callique Cottage is Private, Peaceful and Romantic",Jennifer,t,"Port Fairy, Victoria, Australia",Moyne,1.0,$147.00,99.0
3004,39075704,"Aireys Beach House.Walk to Beach& Cafes, A/C, Wifi",Karin,t,"Aireys Inlet, Victoria, Australia",Surf Coast,5.0,$843.00,97.0
3005,40342919,➕ Lake Views ➕ Ocean Walks➕ Private Retreat,Mark,t,"Port Fairy Yambuk, Victoria, Australia",Moyne,2.0,$193.00,99.0
3006,37392539,close to city modern home in quiet neighbourhood,Julie,t,"Newcomb, Victoria, Australia",Greater Geelong,1.0,$70.00,98.0
3007,21473830,Modern 1950’s inspired beach house,Brooke,f,,Surf Coast,4.0,$350.00,
3008,63532478,Pitcher Vista - 12 Apostles,Jayde,t,"Port Campbell, Victoria, Australia",Corangamite,7.0,$529.00,99.0
3009,240108567,Dusting Cottage Historical Accommodation,Darryl James,t,"Portland, Victoria, Australia",Glenelg,4.0,$159.00,98.0
3010,240115639,Away from the stressful city,Ada,f,"Belmont, Victoria, Australia",Greater Geelong,1.0,$53.00,90.0
3011,186347801,"ELLENORA, Barwon Heads",Jane,t,"Barwon Heads, Victoria, Australia",Greater Geelong,2.0,$250.00,100.0
3012,71882997,Sea view Beach House Portarlington  Indented head,Li,f,"Indented Head, Victoria, Australia",Greater Geelong,5.0,$220.00,76.0
3013,370851628,The peaceful Torquay Escape,Melissa - Airready Management,f,"Torquay, Victoria, Australia",Surf Coast,4.0,$293.00,98.0
3014,97849097,The Lily Pad –Vintage van in private bush serenity,Perry,t,"Torquay, Victoria, Australia",Surf Coast,1.0,$125.00,97.0
3015,124301700,Bellarine Hideaway,Phillip,t,,Greater Geelong,1.0,$160.00,98.0
3016,240682051,Dare Ja Vue - Ocean Grove,Wes,f,,Greater Geelong,5.0,$366.00,100.0
3017,75126870,'Our Coastal Retreat' 4 Bedrm 2 Bathrm,Sharee,t,"Ocean Grove, Victoria, Australia",Greater Geelong,5.0,$480.00,98.0
3018,240732458,"40 Regent,  pet-friendly close to town",Paul,f,"Port Fairy, Victoria, Australia",Moyne,3.0,$205.00,95.0
3019,63044128,Koorayn Dunkelds peaceful hideaway,Claudia,t,"Dunkeld, Victoria, Australia",Southern Grampians,1.0,$113.00,99.0
3020,13173774,Two Bedroom Cabin - Private Bathroom,Frank,t,"Cape Otway, Victoria, Australia",Colac Otway,2.0,$163.00,94.0
3021,13173774,Two Bedroom Family Cabin - Private Bathroom,Frank,t,"Cape Otway, Victoria, Australia",Colac Otway,3.0,$207.00,94.0
3022,13173774,Old Aussie Caravans - Shared Bathroom,Frank,t,"Cape Otway, Victoria, Australia",Colac Otway,1.0,$89.00,93.0
3023,149491738,Ambience By The Sea,Hearns Accommodation,f,,Moyne,6.0,$279.00,100.0
3024,149491738,Guildford Cottage,Hearns Accommodation,f,,Moyne,4.0,$202.00,100.0
3025,149491738,Marlow House,Hearns Accommodation,f,,Moyne,2.0,$226.00,
3026,149491738,Spinnakers Waterfront,Hearns Accommodation,f,,Moyne,5.0,$337.00,100.0
3027,10841398,Perfect getaway at Pearl Bay,Kimberley,f,"Saint Leonards, Victoria, Australia",Greater Geelong,5.0,$180.00,96.0
3028,11132246,Bay View,Glen,f,,Greater Geelong,6.0,$238.00,90.0
3029,11132246,The holiday surprise,Glen,f,,Greater Geelong,4.0,$227.00,85.0
3030,148129220,Your coastal getaway- brand new home!,Charlotte,f,"Torquay, Victoria, Australia",Surf Coast,4.0,$193.00,94.0
3031,4875041,Stonecuttersinn Couples Retreat  No 2,Gary And Dot Mccosh,t,"Warrnambool, Victoria, Australia",Warrnambool,1.0,$169.00,93.0
3032,135587463,Jacaranda Cottage (Prime Location) Free Wifi,Joanne,t,"Colac, Victoria, Australia",Colac Otway,4.0,$170.00,98.0
3033,1842081,EcoPod with Private Waterfalls and  Rainforest,Vita,f,"Tanybryn, Victoria, Australia",Colac Otway,1.0,$107.00,92.0
3034,30610717,St Leonards Bay Views,Sharon,t,"St Leonards, Victoria, Australia",Greater Geelong,5.0,$200.00,99.0
3035,193937992,"19w Loft - coastal luxury, perfect position",Emily,f,"Barwon Heads, Victoria, Australia",Greater Geelong,2.0,$440.00,99.0
3036,27444761,"Spectacular bay views, quiet self contained unit",Deb,t,"Portarlington, Victoria, Australia",Greater Geelong,1.0,$133.00,99.0
3037,237191564,Amour de la Mer - a deluxe catamaran at berth,Ivan,t,"Queenscliff, Victoria, Australia",Queenscliffe,3.0,$145.00,97.0
3038,113930917,East Geelong Lane-way Studio 1 or 2 people Quality,Matthew,f,"East Geelong, Victoria, Australia",Greater Geelong,1.0,$65.00,98.0
3039,242642969,Anglesea Bush Retreat,Helen,t,,Surf Coast,4.0,$364.00,98.0
3040,243079581,The Bird Rock Bungalow,Melanie,t,"Jan Juc, Victoria, Australia",Surf Coast,1.0,$103.00,96.0
3041,68601670,Lyons Cottage - a quaint Whalers Cottage,Langleys Accommodation,t,,Moyne,2.0,$238.00,97.0
3042,168066985,Long Stay Apartment for a small family or Couple,Nicholas,t,"Geelong, Victoria, Australia",Greater Geelong,3.0,$133.00,98.0
3043,244218217,Tree Tops,Jacinta,f,,Greater Geelong,7.0,$660.00,100.0
3044,160807184,Retro Theme,Jeanne,t,"Saint Leonards, Victoria, Australia",Greater Geelong,4.0,$120.00,99.0
3045,225282821,Gateway to Bellarine and Surfcoast.,Trevor,f,"Saint Albans Park, Victoria, Australia",Greater Geelong,2.0,$240.00,100.0
3046,98096620,The Manse,Kerleys Coastal Holidays,f,,Queenscliffe,4.0,$390.00,
3047,23012645,Apollo Ocean Blue FREE WI-FI Pet Friendly,Lisa,f,,Colac Otway,8.0,$388.00,93.0
3048,2769681,Torquay Guest Studio,Chris & Cheyanne,t,"Torquay, Victoria, Australia",Surf Coast,1.0,$175.00,98.0
3049,24235861,Earth Tree Cottage: Great Ocean Road & Grampians,Sally,f,"Terang, Victoria, Australia",Corangamite,3.0,$151.00,95.0
3050,126358945,Lady Bay Stays - Central Studio Apartment,Joanne,t,"Warrnambool, Victoria, Australia",Warrnambool,1.0,$108.00,98.0
3051,228988384,'Kiah Apollo Bay' -  Garden View studio.,Tracey,t,"Apollo Bay, Victoria, Australia",Colac Otway,1.0,$117.00,99.0
3052,184759178,Cumbria on the Bellarine,Jo,f,"Drysdale, Victoria, Australia",Greater Geelong,1.0,$127.00,99.0
3053,245279818,"Apollo Bay Beach House - Relax, unwind & enjoy!",Jade & Brett,f,"Apollo Bay, Victoria, Australia",Colac Otway,8.0,$460.00,94.0
3054,56791679,"Jayarra Cottage | Free WiFi, Family & Pet Friendly",Ben & Emma,t,"Simpson, Victoria, Australia",Corangamite,4.0,$169.00,96.0
3055,128302933,"🔆GREENVIEW🔆BFast,WiFi,Fetch🔆Walk2Pizza,Liquor",Chris,t,"Bell Post Hill, Victoria, Australia",Greater Geelong,5.0,$153.00,97.0
3056,320380,Beach and golf haven,Robyn,f,,Greater Geelong,1.0,$80.00,98.0
3057,77182506,Gypsy Hideout- Entire House,Kell,t,"Terang, Victoria, Australia",Corangamite,3.0,$152.00,99.0
3058,22639637,Little James - central Port Fairy,Penelope,t,"Port Fairy, Victoria, Australia",Moyne,2.0,$159.00,99.0
3059,246513248,SEAeSCAPE,Genevieve,f,"Marengo, Victoria, Australia",Colac Otway,3.0,$308.00,98.0
3060,51678707,"Jan Juc Ocean View Luxury, Close To Beach And Golf",Ocean Edge Holiday Rentals: Rebecca,t,"Jan Juc, Victoria, Australia",Surf Coast,4.0,$399.00,100.0
3061,51678707,Hampton's Getaway in Torquay,Ocean Edge Holiday Rentals: Rebecca,t,"Torquay, Victoria, Australia",Surf Coast,5.0,$380.00,99.0
3062,10814850,Seacroft Studio - STUNNING SEA VIEW - LUXURY,Sam,f,"Sugarloaf, Victoria, Australia",Colac Otway,1.0,$142.00,96.0
3063,104022814,"PANORAMA VIEWS - Spectacular Views, Netflix, Wifi",Otway Retreats,f,"Marengo, Victoria, Australia",Colac Otway,6.0,$669.00,93.0
3064,17054915,BIG4 Port Fairy -Ibis Cabin,Jenni,t,,Moyne,5.0,$211.00,96.0
3065,223468808,"The Winslow House -  Anglesea, Victoria",Daryl,t,"Anglesea, Victoria, Australia",Surf Coast,9.0,$295.00,98.0
3066,17054915,BIG4 Port Fairy Curlew Cabin 1,Jenni,t,,Moyne,3.0,$431.00,
3067,80338339,"Stylish, Peaceful and Welcoming Beach Studio",Lorien & Dean,t,"Ocean Grove, Victoria, Australia",Greater Geelong,2.0,$159.00,99.0
3068,23232674,Lorne Ocean View Terrace House,Melissa,t,,Surf Coast,9.0,$697.00,97.0
3069,129562,The Cube - Striking Architectural Showpiece,Sharee,t,,Colac Otway,4.0,$817.00,99.0
3070,156811269,Macarthur Park Country Cottages,Peter,f,"MacArthur, Victoria, Australia",Moyne,1.0,$135.00,93.0
3071,247587831,Top Of The Otways - Country Cottage,Ricarda & Max,t,"Barramunga, Victoria, Australia",Colac Otway,3.0,$180.00,96.0
3072,247587831,Top Of The Otways - Nature Lodge,Ricarda & Max,t,"Barramunga, Victoria, Australia",Colac Otway,3.0,$180.00,96.0
3073,53098383,LORNE 1 bedroom apartment 200 mts from the beach,Nikky,f,"Lorne, Victoria, Australia",Surf Coast,2.0,$123.00,92.0
3074,23441886,Ocean Views Jan Juc Relax in a seaside escape,Donna,f,"Jan Juc, Victoria, Australia",Surf Coast,4.0,$182.00,98.0
3075,248345566,"Modern Beach House, walking distance to the Sea 🌊",Tracey,t,"Torquay, Victoria, Australia",Surf Coast,5.0,$614.00,100.0
3076,370851628,Authentic Jan Juc beach house,Melissa - Airready Management,f,"Jan Juc, Victoria, Australia",Surf Coast,5.0,$297.00,98.0
3077,47416014,King Bed - Great location! 15 mins from Torquay.,Vicki,t,"Mount Duneed, Victoria, Australia",Greater Geelong,1.0,$85.00,87.0
3078,98362024,BEACH SHACK - AS074,Great Ocean Retreats,f,,Surf Coast,3.0,$235.00,
3079,17985720,Gem in the trees,Jillian,f,"Torquay, Victoria, Australia",Surf Coast,2.0,$96.00,93.0
3080,171176342,Arrondoon 1 Bedroom at Cherry Plum Cottages,Dianne And Justin,t,"Port Fairy, Victoria, Australia",Moyne,1.0,$174.00,100.0
3081,56551226,Bell tent getaway,Scott,t,,Greater Geelong,1.0,$185.00,
3082,2757062,Central Lorne. Sleeps 14 Adults.  Pets allowed.,Terence,t,"Lorne, Victoria, Australia",Surf Coast,10.0,$413.00,100.0
3083,47416014,Queen Bed. Great location. 15 mins from Torquay!,Vicki,t,"Mount Duneed, Victoria, Australia",Greater Geelong,1.0,$75.00,95.0
3084,225459189,Beach Haven,Bellarine Getaways (Vic) Pty Ltd,f,"Ocean Grove, Victoria, Australia",Greater Geelong,9.0,$280.00,92.0
3085,48035275,16 Barclay,Josephine,t,"Port Fairy , Victoria, Australia",Moyne,4.0,$329.00,99.0
3086,225459189,Homewood,Bellarine Getaways (Vic) Pty Ltd,f,"Ocean Grove, Victoria, Australia",Greater Geelong,6.0,$350.00,93.0
3087,173429646,Sands Family Getaway - on the 6th fairway!,Sally - Airready,f,"Torquay, Victoria, Australia",Surf Coast,3.0,$150.00,94.0
3088,16487658,Berwell Farm “The Studio”,Carly,t,"Branxholme, Victoria, Australia",Southern Grampians,2.0,$120.00,100.0
3089,26232158,Vine View Room,Faye,t,"Warrnambool, Victoria, Australia",Warrnambool,1.0,$85.00,95.0
3090,37962921,OCEAN VIEW PANAROMA #10        SKENES CREEK MOTEL,Joyce,f,"Skenes Creek, Victoria, Australia",Colac Otway,1.0,$215.00,89.0
3091,84586909,The Treehouse,Great Ocean Road Holidays,f,,Surf Coast,4.0,$435.00,100.0
3092,47416014,Queen Bed - Great location. 15 mins from Torquay!,Vicki,t,"Mount Duneed, Victoria, Australia",Greater Geelong,1.0,$65.00,98.0
3093,16481877,WYE UP - Through the Treetops. Out to the Sea.,Paul,t,"Wye River, Victoria, Australia",Colac Otway,3.0,$679.00,98.0
3094,93653217,'Portside Portland' Two Luxury Queen Suites Avail!,Sue,t,"Portland, Victoria, Australia",Glenelg,1.0,$120.00,99.0
3095,57989365,Luxury Designer Home in the Heart of Old Torquay,Rich,t,,Surf Coast,3.0,$593.00,98.0
3096,179233454,A little piece of paradise-Private room only,Rebecca,f,"Barwon Heads, Victoria, Australia",Greater Geelong,1.0,$100.00,96.0
3097,250004444,Flashpacker Queen Motel Room with en-suite bathroom,Mark,f,"Port Campbell, Victoria, Australia",Corangamite,1.0,$150.00,93.0
3098,250004444,Flashpacker Family Motel Room with en-suite bathroom,Mark,f,"Port Campbell, Victoria, Australia",Corangamite,3.0,$200.00,97.0
3099,250004444,Beach Room - private queen room witn en-suite bathroom in the Guesthouse,Mark,f,"Port Campbell, Victoria, Australia",Corangamite,1.0,$140.00,91.0
3100,250004444,"Original, cozy  Queen room in the Guesthouse with shared bathroom",Mark,f,"Port Campbell, Victoria, Australia",Corangamite,1.0,$115.00,94.0
3101,250004444,'Cabin boy's room' Small Twin Room with shared bathroom,Mark,f,"Port Campbell, Victoria, Australia",Corangamite,2.0,$100.00,98.0
3102,250004444,Cottage bedroom for 3 with shared bathroom,Mark,f,"Port Campbell, Victoria, Australia",Corangamite,2.0,$150.00,92.0
3103,120444747,Clean and Private North Geelong Unit.,Gemma,f,,Greater Geelong,2.0,$84.00,98.0
3104,5453265,Kalimna,Robyn,t,"Lorne, Victoria, Australia",Surf Coast,9.0,$629.00,97.0
3105,27192016,BARWON HEADS BRIDGE HOUSE,Getaway Rentals,f,,Greater Geelong,6.0,$750.00,100.0
3106,98096620,The Fox House,Kerleys Coastal Holidays,f,,Queenscliffe,6.0,$409.00,92.0
3107,250407102,Driftwood Holiday Home,Pavilion Short Stays,f,,Greater Geelong,4.0,$390.00,91.0
3108,125901423,An Ocean Bed,Trish,t,"Marengo, Victoria, Australia",Colac Otway,1.0,$261.00,100.0
3109,22414772,Quiet Beach Haven,Rob And Dani,f,"Torquay, Victoria, Australia",Surf Coast,4.0,$550.00,100.0
3110,214068473,green mount estate,Cameron,t,"Portland West, Victoria, Australia",Glenelg,6.0,$159.00,97.0
3111,225459189,SaltAir on Altair,Bellarine Getaways (Vic) Pty Ltd,f,"Ocean Grove, Victoria, Australia",Greater Geelong,6.0,$286.00,100.0
3112,14114923,The Little Nook,Karen,t,"Barwon Heads, Victoria, Australia",Greater Geelong,6.0,$250.00,100.0
3113,12305713,"""Kurrawa""  a bespoke, comfortable, quiet, get away",Jenny,t,"Byaduk, Victoria, Australia",Moyne,1.0,$120.00,99.0
3114,84586909,Ocean's Course,Great Ocean Road Holidays,f,,Surf Coast,4.0,$328.00,97.0
3115,113441428,Peace and quiet,Maurice,f,"Koroit, Victoria, Australia",Moyne,2.0,$185.00,
3116,6124360,Beautiful Jan Juc house in great location,Evan,t,"Jan Juc, Victoria, Australia",Surf Coast,3.0,$159.00,97.0
3117,251638720,"7th floor apartment, Waterfront location .",Andrea,t,"Geelong, Victoria, Australia",Greater Geelong,1.0,$163.00,99.0
3118,6170914,Gorgeous 3 Bedroom Townhouse - Ideal Getaway,Retreats Victoria,f,"Torquay, Victoria, Australia",Surf Coast,5.0,$401.00,
3119,11132246,Bellarine Beauty,Glen,f,,Greater Geelong,4.0,$205.00,96.0
3120,29073515,Quirky Beach Shack,Susan,t,,Moyne,3.0,$140.00,98.0
3121,163877394,"City Centre 3, self contained apartment.",Rod,t,,Warrnambool,4.0,$153.00,94.0
3122,68601670,Thunder Point,Langleys Accommodation,t,,Warrnambool,3.0,$369.00,100.0
3123,51678707,Panoramic Ocean Views in the Heart of Torquay,Ocean Edge Holiday Rentals: Rebecca,t,"Torquay, Victoria, Australia",Surf Coast,6.0,$718.00,100.0
3124,24648877,Inviting Coastal Retreat Torquay,Tess,f,"Torquay, Victoria, Australia",Surf Coast,5.0,"$1,200.00",100.0
3125,22596753,Ocean Grove Family Retreat,Felicity - Airready Management,t,,Greater Geelong,7.0,$257.00,99.0
3126,29902659,Bella Bellarine,BGHoliday,f,"Ocean Grove, Victoria, Australia",Greater Geelong,6.0,$388.00,90.0
3127,71418200,Merri River Cottage,Matt,f,"Dennington, Victoria, Australia",Warrnambool,5.0,$100.00,97.0
3128,107309787,Good Tides Ocean Grove,Cara,t,,Greater Geelong,7.0,$400.00,93.0
3129,14993913,Home away from home - everything you need & more!,Nicky,f,"Barwon Heads, Victoria, Australia",Greater Geelong,5.0,$696.00,100.0
3130,63461346,Boutique Cottage,Rochelle,t,"Port Fairy, Victoria, Australia",Moyne,3.0,$317.00,96.0
3131,2551937,Architecturally designed modern beach hideaway,Lucy,t,,Surf Coast,1.0,$171.00,100.0
3132,23438708,Zellie's Beach & Town Retreat,Jan & Sharon,t,"Portarlington, Victoria, Australia",Greater Geelong,2.0,$101.00,98.0
3133,253547892,Entire House  Seaforever Beach House - FREE WIFI,Lisa,t,"Skenes Creek, Victoria, Australia",Colac Otway,3.0,$239.00,99.0
3134,253556653,Loch Ard Room,Bev,f,"Port Campbell, Victoria, Australia",Corangamite,1.0,$250.00,90.0
3135,62575527,"Yellow Gums, Beach and Bush",Fleur,f,"Ocean Grove, Victoria, Australia",Greater Geelong,3.0,$850.00,100.0
3136,253737173,"Torquay Home - Light, Bright, and White!",Rhiannon,f,,Surf Coast,5.0,"$1,000.00",100.0
3137,219744388,A Cottage By The Sea,Roscoe,t,"Portland North, Victoria, Australia",Glenelg,4.0,$70.00,95.0
3138,98096620,The Secret Hideaway,Kerleys Coastal Holidays,f,,Greater Geelong,3.0,$337.00,
3139,102570173,Winki Pop Studio,Belinda,t,"Fairhaven, Victoria, Australia",Surf Coast,1.0,$163.00,99.0
3140,189439360,Pearl's Garden,Tracey,t,,Warrnambool,1.0,$75.00,97.0
3141,225459189,Lonsdale Ti Tree Villa,Bellarine Getaways (Vic) Pty Ltd,f,"Point Lonsdale, Victoria, Australia",Queenscliffe,5.0,$281.00,100.0
3142,253556653,Marie Gabrielle Room,Bev,f,,Corangamite,2.0,$250.00,100.0
3143,253556653,Newfield Room,Bev,f,,Corangamite,1.0,$250.00,100.0
3144,98009255,Centrally Located Cal Bungalow House,Carolyn,f,,Colac Otway,3.0,$181.00,95.0
3145,104022814,YARRABEE - walk to the beach in skenes creek,Otway Retreats,f,,Colac Otway,4.0,$279.00,89.0
3146,79700931,"As New 4 Bedroom, Family Home. 1.5km walk to track",Joseph,t,"Warrnambool, Victoria, Australia",Warrnambool,5.0,$504.00,97.0
3147,35666056,Blue Door Beach House: The ocean at your doorstep,Steve,t,"Port Fairy, Victoria, Australia",Moyne,3.0,$166.00,98.0
3148,117885300,Thorn Street Bungalow,Jess,t,"Barwon Heads, Victoria, Australia",Greater Geelong,1.0,$240.00,98.0
3149,254236127,Colac Swanee Unit,Elissa,t,"Colac, Victoria, Australia",Colac Otway,2.0,$146.00,96.0
3150,11855366,"Tides on Wyatt, situated in Old Ocean Grove",Jennifer,f,"Ocean Grove, Victoria, Australia",Greater Geelong,4.0,$700.00,100.0
3151,2451727,Bayside getaway close to beach,Maree,f,"Curlewis, Victoria, Australia",Greater Geelong,2.0,$147.00,100.0
3152,4647935,"650m beach, Fireplace, Pets, WiFi, Family Oasis",Rejuvenate Stays,f,"Aireys Inlet, Victoria, Australia",Surf Coast,6.0,$582.00,99.0
3153,113937346,Surf Coast Couples Getaway 'Bethbirri Retreat',Kerry,t,"Mount Duneed, Victoria, Australia",Surf Coast,1.0,$183.00,100.0
3154,47169040,"Stone’s Throw Jan Juc, beach cafes & walks",Louise,t,"Jan Juc, Victoria, Australia",Surf Coast,1.0,$169.00,98.0
3155,51748440,Kyeema Executive Rental Geelong 50,Reservations Team,f,"Highton, Victoria, Australia",Greater Geelong,6.0,$559.00,86.0
3156,84586909,Sandy Feet,Great Ocean Road Holidays,f,,Colac Otway,3.0,$347.00,95.0
3157,6170914,3 Bedroom Condo - Pool and Tennis Court Access,Retreats Victoria,f,"Torquay, Victoria, Australia",Surf Coast,6.0,$550.00,92.0
3158,47681215,Campbell Point House,Meg,f,,Greater Geelong,1.0,$875.00,
3159,47681215,Campbell Point House,Meg,f,,Greater Geelong,1.0,"$1,315.00",
3160,47681215,Campbell Point House,Meg,f,,Greater Geelong,4.0,"$2,639.00",
3161,255303776,Room by the Beach,Jane,f,,Moyne,1.0,$95.00,92.0
3162,13937749,Family Tides Beach House,Sarah,t,"Portarlington, Victoria, Australia",Greater Geelong,7.0,$209.00,100.0
3163,255674837,THE HARVEST RETREAT,Georgia,f,"Wallington, Victoria, Australia",Greater Geelong,2.0,$414.00,93.0
3164,25911292,"""Jacaranda-an old Lonnie gem""",Carolyn,t,"Point Lonsdale, Victoria, Australia",Greater Geelong,4.0,$161.00,97.0
3165,19468118,"Space, Style & Comfort",Maree,t,"Belmont, Victoria, Australia",Greater Geelong,3.0,$111.00,98.0
3166,18909347,"Beach Box 22, on main street.",Ani,t,,Surf Coast,2.0,$95.00,98.0
3167,51748440,Parkside Original 35,Reservations Team,f,"Torquay, Victoria, Australia",Surf Coast,6.0,$339.00,80.0
3168,105172671,Alfred’s on Hitchcock Family home best location,Penelope,t,"Barwon Heads, Victoria, Australia",Greater Geelong,8.0,$411.00,99.0
3169,104022814,EIGHTY STEPS - walk to the ocean edge,Otway Retreats,f,,Colac Otway,6.0,$311.00,88.0
3170,51748440,Bell Street Mansion 2-14,Reservations Team,f,"Torquay, Victoria, Australia",Surf Coast,7.0,$554.00,100.0
3171,98362024,Beautifully Presented Property,Great Ocean Retreats,f,,Surf Coast,9.0,$900.00,100.0
3172,113592334,"Relax, recharge & reconnect with nature",Bernadette,t,"Ocean Grove, Victoria, Australia",Greater Geelong,1.0,$101.00,97.0
3173,98096620,Serene Lonsdale Getaway,Kerleys Coastal Holidays,f,,Greater Geelong,5.0,$497.00,97.0
3174,140206749,City View Apartment,Lee,f,,Greater Geelong,3.0,$191.00,87.0
3175,129945846,SUNNY DAZE,Queenscliff And Coastal,f,"Point Lonsdale, vic, Australia",Queenscliffe,3.0,$433.00,100.0
3176,84586909,Manunda - Stunning Presentation with Free Wi-Fi and Netflix,Great Ocean Road Holidays,f,,Colac Otway,4.0,$357.00,90.0
3177,133020457,St Leonards family beach house - Two bedroom,Heather,f,"Saint Leonards, Victoria, Australia",Greater Geelong,4.0,$210.00,93.0
3178,37468140,The OG Hideaway.,Andrew,f,,Greater Geelong,4.0,$330.00,90.0
3179,91435876,Luxurious Terrace Hideaway with a Heated Pool,Jacinta,t,"Ocean Grove, Victoria, Australia",Greater Geelong,9.0,"$1,191.00",97.0
3180,205417489,Ballroom One 3br heritage aptmnt WALKING DISTANCE,Leif,t,"Queenscliff, Victoria, Australia",Queenscliffe,3.0,$216.00,96.0
3181,257521701,J's Beach Retreat,Belinda,t,"Apollo Bay, Victoria, Australia",Colac Otway,8.0,$213.00,99.0
3182,149491738,Seaclusion,Hearns Accommodation,f,,Moyne,4.0,$280.00,90.0
3183,149491738,The Church,Hearns Accommodation,f,,Moyne,4.0,$293.00,100.0
3184,26603827,Home Among the Gum Trees,Nina,t,"Lorne, Victoria, Australia",Surf Coast,3.0,$130.00,98.0
3185,27867653,"5 Bedroom, Modern home- 600m from Beach",Tanja,f,"Torquay, Victoria, Australia",Surf Coast,5.0,$700.00,100.0
3186,113930917,Coastal Japanese Style Garden Room Pine for 2,Matthew,f,"Connewarre, Victoria, Australia",Greater Geelong,1.0,$322.00,98.0
3187,7972105,Beach Shack Skenes Creek,Sander,t,"Skenes Creek, Victoria, Australia",Colac Otway,3.0,$127.00,96.0
3188,113930917,"Coastal Japanese Style Garden Room ""Plum"" for 2",Matthew,f,"Connewarre, Victoria, Australia",Greater Geelong,1.0,$334.00,99.0
3189,113930917,"Laneway Haven, East Geelong private Studio for 2",Matthew,f,"East Geelong, Victoria, Australia",Greater Geelong,0.0,$74.00,96.0
3190,104525040,77 on Main - Old Shop Front,Lenny & Carmen,t,"Beeac, Victoria, Australia",Colac Otway,3.0,$138.00,99.0
3191,21306421,Botanical @ The Gardens,Jill,f,"East Geelong, Victoria, Australia",Greater Geelong,3.0,$269.00,99.0
3192,258429228,King spa suite southern Grampians,Jason,f,"Penshurst, Victoria, Australia",Southern Grampians,1.0,$130.00,85.0
3193,98362024,Ideal Beach getaway,Great Ocean Retreats,f,,Surf Coast,6.0,$279.00,87.0
3194,210260701,Superior Family Room Loft,Mirjeta,t,"Apollo Bay, Victoria, Australia",Colac Otway,4.0,$319.00,92.0
3195,260134258,Comfy new  room with ensuite in centre of city,Christine,f,"Warrnambool, Victoria, Australia",Warrnambool,1.0,$95.00,97.0
3196,27078001,Park Place,Vanessa,f,"South Geelong, Victoria, Australia",Greater Geelong,1.0,$65.00,97.0
3197,28713201,‘Pardoo Cottage’ farm stay,Angela,f,"Barongarook West, Victoria, Australia",Colac Otway,6.0,$180.00,100.0
3198,28713201,Schomberg Beach House,Angela,f,"Peterborough, Victoria, Australia",Moyne,4.0,$280.00,97.0
3199,105976136,Eastern Reef Cottage,Smiley,t,"Port Campbell, Victoria, Australia",Corangamite,4.0,$289.00,100.0
3200,259705246,Cora Lynn Apartment Lorne,Mary,f,,Surf Coast,3.0,$173.00,93.0
3201,68601670,Shear Pine,Langleys Accommodation,t,,Moyne,4.0,$952.00,100.0
3202,260496510,Seaview Family Retreat ; pool and water views!,Remy,f,"Torquay, Victoria, Australia",Surf Coast,7.0,$450.00,96.0
3203,33470826,Distillery Creek Cottage,Maree,t,"Aireys Inlet, Victoria, Australia",Surf Coast,6.0,$160.00,93.0
