,host_id,name,host_name,host_is_superhost,neighbourhood,neighbourhood_cleansed,beds,price,review_scores_rating
223,21021089,Apollo Blue Seven,Colleen,t,,Colac Otway,7.0,$292.00,97.0
224,21022906,Southern Grampians Wilderness Resort - 1,John,f,,Southern Grampians,5.0,$170.00,96.0
225,9360767,Spacious Home. Walk to everything,Jane,f,"Anglesea, Victoria, Australia",Surf Coast,6.0,$418.00,95.0
226,12300572,Seafarers Getaway Top Lodge #2,Warrick,t,,Colac Otway,3.0,$360.00,96.0
227,21264137,Blue Bollard pet friendly holidays,Joanne,f,"Apollo Bay, Victoria, Australia",Colac Otway,1.0,$264.00,95.0
228,21268559,Brae Pool House,Ro,t,"Bellbrae, Victoria, Australia",Surf Coast,1.0,$200.00,99.0
229,19321562,Cedar Cottage Aireys Inlet- among the gum trees,Fraser,f,"Aireys Inlet, Victoria, Australia",Surf Coast,4.0,$150.00,95.0
230,17019721,Great Ocean Road Cape Otway,Geoffrey,t,"Cape Otway, Victoria, Australia",Colac Otway,1.0,$189.00,99.0
231,7863430,Apollo Waters Apartment,Alison,t,"Apollo Bay, Victoria, Australia",Colac Otway,1.0,$212.00,99.0
232,21384989,A River Bed - Studio apartment,Wendy,t,"Aireys Inlet, Victoria, Australia",Surf Coast,1.0,$221.00,97.0
233,21469123,"Hylander - Five Bedroom home,  sleeps 14.",Anita,t,"Anglesea, Victoria, Australia",Surf Coast,9.0,$373.00,99.0
234,2488583,The Esplanade Beach House,Cathy,f,"Portarlington, Victoria, Australia",Greater Geelong,6.0,$420.00,93.0
235,11751850,Close to the best of the Bellarine peninsula,Al,f,,Greater Geelong,2.0,$95.00,94.0
236,21751514,"Beachfront, Central Cottage with Stunning Views",Tanya,f,"Port Campbell, Victoria, Australia",Corangamite,4.0,$197.00,92.0
237,425511,Halcyon - 1940's vintage house,Janice,f,"Apollo Bay, Victoria, Australia",Colac Otway,5.0,$182.00,92.0
238,11675918,Hopetoun St Guest House Bedroom 4,Lizzy,t,"Allansford, Victoria, Australia",Warrnambool,2.0,$55.00,95.0
239,22037923,"Proserpine Cottage — Farm Stay B&B, Photography.",Julie & Simon,t,,Greater Geelong,1.0,$250.00,98.0
240,15553766,Beach Views Lorne,Stephen,t,"Lorne, Victoria, Australia",Surf Coast,1.0,$135.00,96.0
241,21832773,Altair Yeah Yeah,Guy,f,"Ocean Grove, Victoria, Australia",Greater Geelong,8.0,$329.00,96.0
242,22347233,Ocean Acres Guest Villa,Sandra,t,,Surf Coast,1.0,$150.00,97.0
243,22393341,ANNETZ B&B,Annette,t,"Jan Juc, Victoria, Australia",Surf Coast,2.0,$145.00,98.0
244,22459029,Bush meets the beach.,Mike,t,"Anglesea, Victoria, Australia",Surf Coast,6.0,$450.00,97.0
245,10397953,Whitesbeach - Princess Suite,Maria,t,"Torquay, Victoria, Australia",Surf Coast,2.0,$420.00,100.0
246,10397953,Whitesbeach - Ocean View Suite,Maria,t,"Torquay, Victoria, Australia",Surf Coast,1.0,$295.00,100.0
247,22680942,Great base between the coast and Grampians,S&P,t,"Hamilton, Victoria, Australia",Southern Grampians,1.0,$99.00,98.0
248,23012645,FREE WiFi Apollo Bay Beach Hut Oceanview,Lisa,f,"Apollo Bay, Victoria, Australia",Colac Otway,1.0,$268.00,97.0
249,5214821,Barwon Dreams - Coastal Haven,Laine,t,"Ocean Grove, Victoria, Australia",Greater Geelong,2.0,$270.00,98.0
250,23232674,Lorne World Self Contained Studio's,Melissa,t,"Lorne, Victoria, Australia",Surf Coast,2.0,$229.00,93.0
251,23234296,Warrnambool Heritage Cottage,Mary Lou,f,"Warrnambool, Victoria, Australia",Warrnambool,0.0,$140.00,94.0
252,23276208,Homely abode in prime location!,Rachael,f,"Port Fairy, Victoria, Australia",Moyne,3.0,$160.00,97.0
253,23325958,Sensational  Extensive Ocean Views,Helen,f,"Cape Bridgewater, Victoria, Australia",Glenelg,4.0,$214.00,90.0
254,23406622,"Charming Home, Metres to Beaches",Anthony,t,,Surf Coast,4.0,$200.00,95.0
255,16598372,A private slice of heaven!,Pam,f,"Wallington, Victoria, Australia",Greater Geelong,1.0,$156.00,87.0
256,23232674,Lorne 'California Beach Studio,Melissa,t,,Surf Coast,2.0,$193.00,98.0
257,23232674,Hamptons @ Lorne,Melissa,t,,Surf Coast,2.0,$207.00,97.0
258,23232674,Lorne Greek Isl. 'Santorini Studio',Melissa,t,,Surf Coast,1.0,$179.00,98.0
259,23232674,Lorne Morocco,Melissa,t,,Surf Coast,1.0,$134.00,97.0
260,23232674,Lorne Bali,Melissa,t,,Surf Coast,1.0,$160.00,97.0
261,23232674,Lorne Malibu 'Surf Studio',Melissa,t,,Surf Coast,1.0,$164.00,98.0
262,7644369,Gorgeous Beach House 5min walk to beach & shops,Karen,f,"Jan Juc, Victoria, Australia",Surf Coast,3.0,$364.00,95.0
263,23549449,Rancho Relaxo,Julie,f,"Point Lonsdale, Victoria, Australia",Queenscliffe,3.0,$207.00,99.0
264,159514759,"Sandcastles Beach House - Town centre, 2 bathrooms",Kim,f,"Peterborough, Victoria, Australia",Moyne,6.0,$183.00,96.0
265,11136806,Historic Boutique Cottage in the heart of Torquay,Sheri,t,"Torquay, Victoria, Australia",Surf Coast,2.0,$243.00,99.0
266,3578710,Geelong's Best Location-Studio Apartment with wifi,Steven,t,"Geelong West, Victoria, Australia",Greater Geelong,1.0,$151.00,98.0
267,8016448,"Picture This - ""All I want is a room with a view""",Glenn,f,"Ocean Grove, Victoria, Australia",Greater Geelong,9.0,$379.00,97.0
268,24022357,Perfectly Located to Everything,Janine,f,,Greater Geelong,1.0,$70.00,100.0
269,22823383,"Charming Cottage   ""The Snug""",Serena,t,"Wallington, Victoria, Australia",Greater Geelong,3.0,$207.00,99.0
270,2136236,"Best Position in Town+Beachfront,Seaview&2Beaches",Gary,t,"Torquay, Victoria, Australia",Surf Coast,6.0,$108.00,97.0
271,24127998,Fabulous Barwon Heads - River Steps,Sarah,f,"Barwon Heads, Victoria, Australia",Greater Geelong,6.0,$200.00,94.0
272,23470453,Johanna Manor of Great Ocean Road,Katie,f,"Johanna, Victoria, Australia",Colac Otway,6.0,$372.00,97.0
273,22098735,Anchors Port Campbell,Tanya,t,"Port Campbell, Victoria, Australia",Corangamite,1.0,$400.00,100.0
274,24279632,Tower Hill House,Richard,f,"Tower Hill, Victoria, Australia",Moyne,3.0,$243.00,98.0
275,14251879,FABULOUS ANGLESEA BEACH HOUSE  adventure retreat,Karen,t,"Anglesea, Victoria, Australia",Surf Coast,5.0,$591.00,99.0
276,24423216,Riverview,Diana,t,"Warrnambool, Victoria, Australia",Warrnambool,1.0,$108.00,100.0
277,12347566,Self contained guest house  separate and private.,Jodie,t,,Greater Geelong,1.0,$74.00,95.0
278,5709920,Great Ocean Road Hinterland Villa,Lisa,t,"Carlisle River, Victoria, Australia",Colac Otway,2.0,$380.00,99.0
279,22098735,Anchors Beach House 5-Bedroom FREE WIFI 12Apostles,Tanya,t,"Port Campbell, Victoria, Australia",Corangamite,7.0,"$1,042.00",100.0
280,24607018,Little Bird Rock Beach Cottage,Katherine,f,,Surf Coast,2.0,$195.00,98.0
281,14395908,"OCEAN VIEWS -LORNE, Great Ocean Road-Sleeps max 13",Belinda,f,"Lorne, Victoria, Australia",Surf Coast,11.0,$850.00,96.0
282,12273039,Point of View Villas - luxury for 2,Glenda,t,"Apollo Bay, Victoria, Australia",Colac Otway,1.0,$400.00,99.0
283,24874226,The Retreat - Family friendly!,Maddison And Jarryd,f,"Warrnambool, Victoria, Australia",Warrnambool,3.0,$210.00,98.0
284,24882667,Queenscliff Beach Retreat,Matt,f,,Queenscliffe,4.0,$330.00,94.0
285,23232674,Lorne Thailand,Melissa,t,,Surf Coast,1.0,$165.00,96.0
286,5260129,Saltwater Haven - Pet Friendly. Wifi. Linen. Views,Sharon,t,"Apollo Bay, Victoria, Australia",Colac Otway,6.0,$299.00,96.0
287,25043319,Hamptons Style Fisherman's Cottage - Barwon Heads,Carrie,f,"Barwon Heads, Victoria, Australia",Greater Geelong,5.0,$381.00,97.0
288,25044596,Sea La Vie Apollo Bay,Anna,t,"Apollo Bay, Victoria, Australia",Colac Otway,6.0,$493.00,98.0
289,25056105,"Surfcoast Torquay Beach House (Sleeps 9, Near New)",Joanne,f,"Torquay, Victoria, Australia",Surf Coast,5.0,$307.00,96.0
290,25123154,"Luxury Beach House, Great Location",Julie,f,"Barwon Heads, Victoria, Australia",Greater Geelong,5.0,$464.00,97.0
291,12484941,A step from the beach with sea view,Anita,t,"Warrnambool, Victoria, Australia",Warrnambool,2.0,$91.00,99.0
292,24772716,Park View Cabin.,Annie,t,"Jan Juc, Victoria, Australia",Surf Coast,1.0,$120.00,99.0
293,25326958,93 Harris Street Warrnambool,Annette,t,,Warrnambool,4.0,$134.00,98.0
294,25336087,Central Anglesea,June And Trevor,t,"Anglesea, Victoria, Australia",Surf Coast,4.0,$220.00,99.0
295,25473641,Luxury Spa Suite - great sea views!,Kym,f,"Portland, Victoria, Australia",Glenelg,1.0,$166.00,99.0
296,10814850,Seacroft Ocean View Cottage - VIEW - RELAX,Sam,f,"Sugarloaf, Victoria, Australia",Colac Otway,5.0,$209.00,92.0
297,25514031,Torquay beach break near the sea.,Gayle,f,"Torquay, Victoria, Australia",Surf Coast,4.0,$363.00,100.0
298,11132246,Historic beach-front cottage,Glen,f,"Portarlington, Victoria, Australia",Greater Geelong,5.0,$185.00,91.0
299,25719381,Moggs Creek beach & bush views Great Ocean Rd,John & Sacha,t,"Moggs Creek, Victoria, Australia",Surf Coast,6.0,$258.00,97.0
300,18494898,Forrest Strawbale Cottage,Carolyn,t,"Forrest, Victoria, Australia",Colac Otway,1.0,$155.00,92.0
301,25863867,Whitewater Appartments - Torquay,Debbie,t,"Torquay, Victoria, Australia",Surf Coast,3.0,$178.00,98.0
302,81292,the OTWAY HOUSE - #lornecollection,Laurel,t,,Surf Coast,7.0,$400.00,96.0
303,26014625,Pet Friendly Wypinga B&B,Glenys,t,"Warrnambool, Victoria, Australia",Moyne,1.0,$160.00,100.0
304,9818301,Seaside escape,Michelle And James,f,"Torquay, Victoria, Australia",Surf Coast,2.0,$500.00,97.0
305,26083780,Light and Leafy Jan Juc Beach House,Kate,f,"Jan Juc, Victoria, Australia",Surf Coast,4.0,$437.00,100.0
306,26147953,Geelong Holiday Home (sleeps 14),Marissa,t,"Grovedale, Victoria, Australia",Greater Geelong,8.0,$414.00,96.0
307,25726577,Nickelgrae Sands,Kelly,f,"Apollo Bay, Victoria, Australia",Colac Otway,8.0,$354.00,97.0
308,26332159,Lorne Luxury views to the bay,Bryan,t,"Lorne, Victoria, Australia",Surf Coast,4.0,$488.00,100.0
309,12521387,Close to all Great Ocean Rd sights,Karen,f,,Moyne,3.0,$155.00,97.0
310,4176062,A central modern beachside 3BD Unit,Margaret,t,"Anglesea, Victoria, Australia",Surf Coast,3.0,$171.00,99.0
311,26555259,Florance2 Bedroom Home Close to CBD,Maree,t,"Herne Hill, Victoria, Australia",Greater Geelong,3.0,$148.00,99.0
312,26565283,"Central Torquay! Walk to everything, clean & comfy",Kate,f,"Torquay, Victoria, Australia",Surf Coast,6.0,$461.00,94.0
313,8599292,Marina's Cosy Cottage - position & tranquillity,Delphine,f,"Marengo, Victoria, Australia",Colac Otway,3.0,$174.00,94.0
314,26654945,Lazy Dayz beach house@Portarlington,Janelle,f,"Portarlington, Victoria, Australia",Greater Geelong,5.0,$427.00,98.0
315,26656740,Jan Juc Family Beach House.,Meaghan,f,"Jan Juc, Victoria, Australia",Surf Coast,7.0,$366.00,96.0
316,26609844,Beach Grove,Nathan,f,"Anglesea, Victoria, Australia",Surf Coast,6.0,$303.00,89.0
317,20254607,Kismet - Welcome all to our humble Christian home.,Melinda,f,"Geelong, Victoria, Australia",Greater Geelong,0.0,$85.00,94.0
318,26870177,Lazy Acres Cosy Bungalow Farm Stay,Geraldine,f,"Dunkeld, Victoria, Australia",Southern Grampians,2.0,$102.00,97.0
319,26876959,Bells Retreat - 3br S/C House.,Charlotte,f,"Bells Beach, Victoria, Australia",Surf Coast,4.0,$282.00,97.0
320,6170914,Gorgeous 5 Bedroom House - Golf Course Views,Retreats Victoria,f,"Torquay, Victoria, Australia",Surf Coast,6.0,$743.00,98.0
321,792901,Sturgeon Views,Hannah,t,"Dunkeld, Victoria, Australia",Southern Grampians,5.0,$172.00,99.0
322,26971961,Stylish Central Apartment,Jenny,t,"Port Fairy, Victoria, Australia",Moyne,2.0,$233.00,99.0
323,8237655,Great Ocean Walk Cottage,Georgina,t,"Yuulong, Victoria, Australia",Colac Otway,1.0,$206.00,99.0
324,10814850,Seacroft Bay View Cottage - LUXURY KING BED,Sam,f,"Sugarloaf, Victoria, Australia",Colac Otway,1.0,$163.00,93.0
325,12521387,Historic B&B  on Great Ocean Road,Karen,f,,Moyne,1.0,$155.00,98.0
326,27079394,Beach House Wyuna,A Happy Dog,f,"Wye River, Victoria, Australia",Colac Otway,1.0,$336.00,97.0
327,2994789,Middenway Port Fairy,Sandra,f,"Port Fairy, Victoria, Australia",Moyne,7.0,$500.00,97.0
328,26967385,"Ocean View Oasis, breath taking!",Julie,f,"Jan Juc, Victoria, Australia",Surf Coast,4.0,$699.00,94.0
329,13552901,The Lakeview Cottage,Sara,f,"Pennyroyal, Victoria, Australia",Surf Coast,2.0,$421.00,87.0
330,4244876,"Surf Coast Gem, Great Ocean Road, Moggs Creek",Margaret,f,"Moggs Creek, Victoria, Australia",Surf Coast,4.0,$640.00,97.0
331,27189859,ALANDRA | sanitized | centrally located | heated,Fab,t,"Portland, Victoria, Australia",Glenelg,6.0,$193.00,96.0
332,26147953,"The Lodge, Farm Stay",Marissa,t,"Torquay, Victoria, Australia",Surf Coast,6.0,$399.00,95.0
333,18120453,Stoneycroft Farm Stay,John,t,"Cavendish, Victoria, Australia",Southern Grampians,12.0,$264.00,96.0
334,27512837,Peaceful beach retreat,Di,t,"Anglesea, Victoria, Australia",Surf Coast,6.0,$300.00,98.0
335,24874226,The Loft - Perfect for romance,Maddison And Jarryd,f,"Warrnambool, Victoria, Australia",Warrnambool,2.0,$150.00,99.0
336,24874226,Logans Beach House,Maddison And Jarryd,f,"Warrnambool, Victoria, Australia",Warrnambool,4.0,$310.00,95.0
337,27617907,3 bedroom Bush House No 1,Carol,t,,Surf Coast,6.0,$694.00,100.0
338,27617907,Sunrise Spa and Fire No 6,Carol,t,"Lorne, Victoria, Australia",Surf Coast,4.0,$360.00,98.0
339,27617907,Deluxe Eco Retreat- No 7,Carol,t,"Lorne, Victoria, Australia",Surf Coast,0.0,$275.00,98.0
340,27676384,Bush n Beach Camping & RV Parking,Buzz,t,"Aireys Inlet, Victoria, Australia",Surf Coast,0.0,$40.00,95.0
341,27685904,Family Bush Home with Ocean & Lighthouse Views,Lisa & Ken,t,"Fairhaven, Victoria, Australia",Surf Coast,5.0,$277.00,95.0
342,27935045,Sunnyside Cottage,Pauline,t,"Apollo Bay, Victoria, Australia",Colac Otway,7.0,$213.00,99.0
343,6462474,Arguably the best views in Wye River,Nick,t,,Colac Otway,7.0,$385.00,98.0
344,27928474,Walk everywhere on your Barwon Heads getaway,Susie,t,"Barwon Heads, Victoria, Australia",Greater Geelong,4.0,$225.00,99.0
345,27350138,Beachside location,Bernie,t,"Port Fairy, Victoria, Australia",Moyne,0.0,$300.00,97.0
346,28137204,Modern 3 bedroom beach house -pet friendly,Natalie,f,"Jan Juc, Victoria, Australia",Surf Coast,8.0,$300.00,97.0
347,27720576,EyeSeaWye,Bryce,f,"Wye River, Victoria, Australia",Colac Otway,6.0,$445.00,99.0
348,28308815,Barwon Heads Beach House,Mandy,f,"Barwon Heads, Victoria, Australia",Greater Geelong,4.0,$393.00,97.0
349,27870844,Benambra Cottage,Anne,f,"Queenscliff, Victoria, Australia",Queenscliffe,3.0,$201.00,95.0
350,27760065,Gorgeous Beach Holiday House,Brenda,f,"Barwon Heads, Victoria, Australia",Greater Geelong,7.0,$364.00,95.0
351,28774395,5 minute walk to East Beach,Judy,f,"Port Fairy, Victoria, Australia",Moyne,5.0,$350.00,91.0
352,28835410,Near Brae and the Great Ocean Road,Jayne,f,"Birregurra, Victoria, Australia",Colac Otway,1.0,$155.00,95.0
353,27329462,Boonahview Accommodation,Ruth,t,"Boonah, Victoria, Australia",Surf Coast,3.0,$220.00,99.0
354,28433535,Modern interior + spacious garden.,Tony,f,,Warrnambool,3.0,$130.00,83.0
355,29156677,"Torquay2BR Unit near surf,main beach, pets welcome",Aslea,t,"Torquay, Victoria, Australia",Surf Coast,3.0,$167.00,96.0
356,29338524,"Tree Top views, Beach House",Leanne,f,"Anglesea, Victoria, Australia",Surf Coast,4.0,$243.00,95.0
357,29471318,300m flat walk to Fairhaven Beach,Anita,f,"Fairhaven, Victoria, Australia",Surf Coast,8.0,$300.00,91.0
358,26332159,Points South By The Sea,Bryan,t,"Wongarra, Victoria, Australia",Colac Otway,2.0,$362.00,100.0
359,29561205,"""Jamieson Cottage"" - Warrnambool",Lyneve,f,"Warrnambool, Victoria, Australia",Warrnambool,0.0,$157.00,95.0
360,29584604,Beach apt. close to beach & shops,Ros And Peter,f,"Torquay, Victoria, Australia",Surf Coast,3.0,$200.00,87.0
361,17491938,Torquay Escape,Tahlia,f,,Surf Coast,7.0,$450.00,97.0
362,23012645,Diana Cottage - Pet Friendly,Lisa,f,"Apollo Bay, Victoria, Australia",Colac Otway,4.0,$287.00,93.0
363,28027769,Hopkins Hideaway,Val,f,"Warrnambool, Victoria, Australia",Warrnambool,5.0,$120.00,98.0
364,29902659,Seaspray,BGHoliday,f,"Ocean Grove, Victoria, Australia",Greater Geelong,4.0,$197.00,81.0
365,30130524,Charming Riverside Unit in Paradise,Ryan,f,,Greater Geelong,3.0,$207.00,96.0
366,13617482,Tatimja- amazing beach views!,Jimmy,t,"Skenes Creek, Victoria, Australia",Colac Otway,8.0,$600.00,97.0
367,13552017,Great Ocean Road Sunrises,Tony And Susie,t,"Lorne, Victoria, Australia",Surf Coast,1.0,$344.00,100.0
368,3134974,Asmara Retreat - Barwon Heads Surf River & Escape,Dianne,t,"Barwon Heads, Victoria, Australia",Greater Geelong,1.0,$148.00,99.0
369,30383453,Fantastic view & location in Lorne!,Ron,f,,Surf Coast,4.0,$364.00,94.0
370,30534762,25 Villamanta St apartments with Free WiFi,Brendan,t,"Geelong West, Victoria, Australia",Greater Geelong,0.0,$113.00,96.0
371,16124921,Beachside retreat with a touch of country,Lisa,f,"Barwon Heads, Victoria, Australia",Greater Geelong,5.0,$600.00,100.0
372,30615022,Callistemon Cottage at Surf Coast Cabins,June,f,"Aireys Inlet, Victoria, Australia",Surf Coast,3.0,$183.00,94.0
373,30615022,Acacia House,June,f,"Aireys Inlet, Victoria, Australia",Surf Coast,4.0,$233.00,95.0
374,3713404,"Zabadoong: 3 beds, 2 bath -  5 min walk to Main St",Kim & Monique,f,"Birregurra, Victoria, Australia",Colac Otway,3.0,$253.00,97.0
375,30739025,"12 Apostles - Large House, Central Port Campbell.",Paul,t,"Port Campbell, Victoria, Australia",Corangamite,4.0,$264.00,100.0
376,23880242,Cozy Beach Break + WiFi,Kevin,t,"Apollo Bay, Victoria, Australia",Colac Otway,0.0,$150.00,98.0
377,23880242,Outlook  Views  + Wifi+ cosy + Otway views,Kevin,t,"Apollo Bay, Victoria, Australia",Colac Otway,1.0,$169.00,98.0
378,16881855,Longmeadow Estate,Sophie,f,,Glenelg,9.0,$736.00,98.0
379,23922259,BEACH RETREAT - OCEAN GROVE 3 blocks to the beach,Russell,f,"Ocean Grove, Victoria, Australia",Greater Geelong,6.0,$443.00,
380,31114660,peters beach house portarlington,Peter,f,,Greater Geelong,5.0,$262.00,89.0
381,18494898,Pebble Point,Carolyn,t,"Princetown, Victoria, Australia",Corangamite,1.0,$194.00,92.0
382,31176543,Explorers Rest - Waurn Ponds,Chris,t,"Waurn Ponds, Victoria, Australia",Greater Geelong,1.0,$50.00,96.0
383,5995693,Albert 2.,Caroline,t,"Lorne, Victoria, Australia",Surf Coast,4.0,$214.00,98.0
384,5995693,Albert 1.,Caroline,t,"Lorne, Victoria, Australia",Surf Coast,5.0,$170.00,98.0
385,2377195,Kero Cottage Allenvale,Charles,t,,Surf Coast,2.0,$225.00,96.0
386,13552901,'The Forest Cottage'  Pennyroyal VIC,Sara,f,"Pennyroyal, Victoria, Australia",Surf Coast,0.0,$885.00,95.0
387,31445496,Strachan Cottage Birregurra,John,t,"Birregurra, Victoria, Australia",Colac Otway,1.0,$243.00,97.0
388,18494898,Oorla Lodge Forrest,Carolyn,t,"Forrest, Victoria, Australia",Colac Otway,5.0,$210.00,98.0
389,29902659,Barwon Heads Getaway,BGHoliday,f,"Barwon Heads, Victoria, Australia",Greater Geelong,9.0,$518.00,98.0
390,29902659,Riverhouse at Barwon Heads,BGHoliday,f,"Barwon Heads, Victoria, Australia",Greater Geelong,6.0,$570.00,100.0
391,3282368,Point Lonsdale Holiday Apartments,Paul,f,,Queenscliffe,2.0,$222.00,95.0
392,31959682,Country Hospitality in the Suburbs!,Jenny,t,"Lovely Banks, Victoria, Australia",Greater Geelong,1.0,$61.00,100.0
393,5408674,3 bedroom dog friendly beach house.,Kylie,f,"Ocean Grove, Victoria, Australia",Greater Geelong,6.0,$305.00,100.0
394,11606883,Surf Dreaming: self contained apartment,June,t,"Torquay, Victoria, Australia",Surf Coast,2.0,$116.00,97.0
395,4176062,"A Rare, Surfcoast Beach Experience!",Margaret,t,"Eastern View, Victoria, Australia",Surf Coast,4.0,$191.00,99.0
396,30534762,Point Lonsdale Front Beach Townhouse,Brendan,t,,Queenscliffe,3.0,$229.00,98.0
397,32388644,Centrally located in old Torquay! Close to beaches,Alan,f,"Torquay, Victoria, Australia",Surf Coast,6.0,$220.00,93.0
398,32548414,Lorne Ocean View,Paul & Margaret,t,"Lorne, Victoria, Australia",Surf Coast,7.0,$400.00,98.0
399,22509225,Beautiful Beach House in Breamlea,Erika,f,,Greater Geelong,6.0,$314.00,100.0
400,32809619,By the Sea Beach House @ the Inlet,Dee,t,"Aireys Inlet, Victoria, Australia",Surf Coast,6.0,$423.00,98.0
401,16795716,Modern Apartment in East Geelong,Melissa,t,"Thomson, Victoria, Australia",Greater Geelong,1.0,$60.00,97.0
402,33426170,A Room with a View B&B x 2 Studios,Angelika,t,"Wongarra, Victoria, Australia",Colac Otway,1.0,$214.00,99.0
403,33458511,LOCATION LOCATION TO OCEAN GROVE MAIN BEACH,Michelle,t,"Ocean Grove, Victoria, Australia",Greater Geelong,6.0,$420.00,97.0
404,33470826,"Distillery Creek Cottages ""The Cottage""",Maree,t,"Aireys Inlet, Victoria, Australia",Surf Coast,2.0,$239.00,95.0
405,13327650,Harbour Views Apollo Bay Victoria,Cassandra,t,"Apollo Bay, Victoria, Australia",Colac Otway,5.0,$273.00,92.0
406,26147953,Woodcutters Romantic Cottage for 2,Marissa,t,"Torquay, Victoria, Australia",Surf Coast,1.0,$206.00,95.0
407,26147953,Anderson St Beach House(sleeps 12),Marissa,t,"Torquay, Victoria, Australia",Surf Coast,8.0,$441.00,96.0
408,21309934,Bella's,Ruth,t,"Camperdown, Victoria, Australia",Corangamite,0.0,$120.00,98.0
409,33797829,Retro Jan Juc beach house 350m from beach,Wendy & Ted,t,"Jan Juc, Victoria, Australia",Surf Coast,4.0,$229.00,96.0
